name,course_id,disciplineId,type,under_development,syllabus_link,course_link
Modern Analysis,111102013,111,Video,false,syllabus/syllabus.php?subjectId=111102013,
Number Theory,111103020,111,Web,false,,/courses/111103020
Numerical Analysis,111107062,111,Web,false,syllabus/syllabus.php?subjectId=111107062,
Numerical methods of Ordinary and Partial Differential Equations,111105038,111,Video,false,syllabus/syllabus.php?subjectId=111105038,
Numerical Solution of ODEs,111104030,111,Web,false,,/courses/111104030
Numerical Solution of Ordinary and Partial Differential Equations,111107063,111,Web,false,,/courses/111107063
Operations Research,111107064,111,Video,false,syllabus/syllabus.php?subjectId=111107064,
Optimization ,,111,Video,true,,
Optimization,,111,Video,true,,
Optimization,111105040,111,Web,false,syllabus/syllabus.php?subjectId=111105040,
Optimization Techniques,111107065,111,Web,false,syllabus/syllabus.php?subjectId=111107065,
Ordinary Differential Equations,111104031,111,Web,false,,/courses/111104031
Partial Differential Equations,111103021,111,Web,false,syllabus/syllabus.php?subjectId=111103021,
Probability and Statistics,111105041,111,Video,false,,/courses/111105041/
Probability Theory and Applications,111104079,111,Video,false,syllabus/syllabus.php?subjectId=111104079,
Real Analysis,111106053,111,Video,false,,/courses/111106053/
Regression Analysis,111105042,111,Video,false,,/courses/111105042/
Sampling Theory,111104073,111,Web,false,,/courses/111104073
Spectral Theory of Linear Operators,111104033,111,Web,false,syllabus/syllabus.php?subjectId=111104033,
Statistical Inference,111105043,111,Video,false,syllabus/syllabus.php?subjectId=111105043,
Statistical Methods for Scientists and Engineers ,,111,Video,true,,
Stochastic Processes,111102014,111,Video,false,syllabus/syllabus.php?subjectId=111102014,
Stochastic Processes,111103022,111,Web,false,syllabus/syllabus.php?subjectId=111103022,
The Mathematical Theory of Finite Elements,111101007,111,Video,false,syllabus/syllabus.php?subjectId=111101007,
Topology,111106054,111,Web,false,syllabus/syllabus.php?subjectId=111106054,
Acoustics,112104026,112,Video,false,syllabus/syllabus.php?subjectId=112104026,
Advanced Engineering Thermodynamics,112103016,112,Web,false,,/courses/112103016
Advanced Finite Elements Analysis,112106130,112,Video,false,,video.php?subjectId=112106130
Advanced Fluid Mechanics,112103017,112,Video,false,syllabus/syllabus.php?subjectId=112103017,
Advanced Fluid Mechanics,112103018,112,Web,false,syllabus/syllabus.php?subjectId=112103018,
Advanced Gas Dynamics,112106056,112,Video,false,,/courses/112106056/
Advanced Machining Processes,112104028,112,Video,false,,/courses/112104028/
Advanced manufacturing process for micro sytem fabrication,,112,Video,true,,
Advanced Manufacturing Processes,112107077,112,Web,false,,/courses/112107077
Advanced Manufacturing Processes,112107078,112,Video,false,,/courses/112107078/
Advanced Operations Research,112106131,112,Video,false,,video.php?subjectId=112106131
Advanced Robotics,112102008,112,Web,false,syllabus/syllabus.php?subjectId=112102008,
Advanced Robotics,112102009,112,Video,false,syllabus/syllabus.php?subjectId=112102009,
Advanced Strength of Materials,112101095,112,Video,false,,/courses/112101095/
Air Breathing Engines,112106166,112,Video,false,syllabus/syllabus.php?subjectId=112106166,
Air Conditioning and Ventilation,112106057,112,Web,false,syllabus/syllabus.php?subjectId=112106057,
Analysis & Design of Smart Materials and Structures,112106058,112,Web,false,syllabus/syllabus.php?subjectId=112106058,
Applied Thermodynamics,index.php,112,Web,false,,courses/IIT-MADRAS/Applied_Thermodynamics/index.php
Automation & Controls,112102010,112,Video,false,syllabus/syllabus.php?subjectId=112102010,
Automation & Controls,112102011,112,Web,false,syllabus/syllabus.php?subjectId=112102011,
Automation & Sensor Interface Laboratory,112106151,112,Web,false,syllabus/syllabus.php?subjectId=112106151,
Automation & Sensor Interface Laboratory,112106152,112,Video,false,syllabus/syllabus.php?subjectId=112106152,
Basic Thermodynamics,About-Faculty.html,112,Web,false,,courses/Webcourse-contents/IIT-KANPUR/Basic_Thermodynamics/ui/About-Faculty.html
Basic Thermodynamics,112105123,112,Video,false,,video.php?subjectId=112105123
Basic Thermodynamics,New_index1.html,112,Web,false,,courses/Webcourse-contents/IISc-BANG/Basic Thermodynamics/New_index1.html
Biomechanics,112106059,112,Web,false,syllabus/syllabus.php?subjectId=112106059,
Biomicroelectromechanical systems,112104029,112,Video,false,,/courses/112104029/
Composite Structures,112106060,112,Video,false,syllabus/syllabus.php?subjectId=112106060,
Computational Fluid Dynamics,112105045,112,Video,false,,/courses/112105045/
Computational Fluid Dynamics,112107079,112,Video,false,syllabus/syllabus.php?subjectId=112107079,
Computational Fluid Dynamics,112107080,112,Web,false,,/courses/112107080
Computational Fluid Dynamics and Heat Transfer,112104030,112,Web,false,,/courses/112104030
Computational Fluid Dynamics for Turbomachinery,112106061,112,Web,false,syllabus/syllabus.php?subjectId=112106061,
Computational Heat Transfer and Fluid Flow,112108091,112,Web,false,,/courses/112108091
Computer Aided Design and Manufacturing,112102101,112,Video,false,,video.php?subjectId=112102101
Computer Aided Design and Manufacturing I,index.htm,112,Web,false,,courses/Webcourse-contents/IIT-Delhi/Computer Aided Design & ManufacturingI/index.htm
Computer Aided Design and Manufacturing II,index.htm,112,Web,false,,courses/Webcourse-contents/IIT-Delhi/Computer Aided Design & ManufacturingII/index.htm
Computer Aided Engineering Design,112104031,112,Video,false,,/courses/112104031/
Computer Numerical Control of Machine Tools,112106062,112,Web,false,syllabus/syllabus.php?subjectId=112106062,
Conduction And Radiation,112106155,112,Video,false,,/courses/112106155/
Constitutive modeling in continuous media,112106063,112,Web,false,syllabus/syllabus.php?subjectId=112106063,
Continuum Mechanics,112103167,112,Web,false,syllabus/syllabus.php?subjectId=112103167,
Convective Heat and Mass Transfer,112101002,112,Video,false,,/courses/112101002/
Convective Heat and Mass Transfer,112104159,112,Web,false,syllabus/syllabus.php?subjectId=112104159,
Convective Heat Transfer,112106170,112,Video,false,syllabus/syllabus.php?subjectId=112106170,
Cryogenic Engineering,112101004,112,Video,false,,/courses/112101004/
Design and Optimization of Energy systems,112106064,112,Video,false,,/courses/112106064/
Design For Manufacturing,112101005,112,Web,false,,/courses/112101005
Design of Hydraulic & Preumatic systems,,112,Web,true,,
Design of Hydraulic & Preumatic systems,,112,Video,true,,
Design of Machine Elements I,112105124,112,Video,false,,video.php?subjectId=112105124
Design of Machine Elements I,New_index1.html,112,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Machine design1/New_index1.html
Dynamics of Machines,Course%20Objective.html'),112,Web,false,,javascript:fullScreen('http://www.cdeep.iitb.ac.in/nptel/Mechanical/Dynamics%20of%20Machines/Course%20Objective.html')
Dynamics of Machines,112104114,112,Video,false,,video.php?subjectId=112104114
Dynamics of Mechanical System,112107081,112,Video,false,syllabus/syllabus.php?subjectId=112107081,
Dynamics of Mechanical System,112107082,112,Web,false,syllabus/syllabus.php?subjectId=112107082,
Engine Combustion,112104033,112,Web,false,,/courses/112104033
Engineering Drawing,112103019,112,Web,false,syllabus/syllabus.php?subjectId=112103019,
Engineering Drawing,112103020,112,Video,false,syllabus/syllabus.php?subjectId=112103020,
Engineering Fracture Mechanics,112106065,112,Video,false,,/courses/112106065/
Engineering Graphics,112106066,112,Video,false,syllabus/syllabus.php?subjectId=112106066,
Engineering Mechanics,112103108,112,Video,false,,video.php?subjectId=112103108
Engineering Mechanics,index.htm,112,Web,false,,courses/Webcourse-contents/IIT- Guwahati/engg_mechanics/index.htm
Engineering Mechanics,112106067,112,Web,false,syllabus/syllabus.php?subjectId=112106067,
Experimental Stress Analysis,112106068,112,Video,false,,/courses/112106068/
Fatigue of Materials and Structures,112106069,112,Web,false,syllabus/syllabus.php?subjectId=112106069,
Finite Element Method,112104115,112,Video,false,,video.php?subjectId=112104115
Finite Element Method,About-Faculty.html,112,Web,false,,courses/Webcourse-contents/IIT-KANPUR/FiniteElementMethod/ui/About-Faculty.html
Fluid Machinery,About-Faculty.html,112,Web,false,,courses/Webcourse-contents/IIT-KANPUR/machine/ui/About-Faculty.html
Fluid Mechanics,About-Faculty.html,112,Web,false,,courses/Webcourse-contents/IIT-KANPUR/FLUID-MECHANICS/ui/About-Faculty.html
Fluid Mechanics,112105171,112,Video,false,syllabus/syllabus.php?subjectId=112105171,
Forming,112106153,112,Web,false,syllabus/syllabus.php?subjectId=112106153,
Fundamentals of Operations Research,112106134,112,Video,false,,video.php?subjectId=112106134
Gas Dynamics,112103021,112,Web,false,,/courses/112103021
Gas Dynamics and Jet Propulsion,112102012,112,Web,false,syllabus/syllabus.php?subjectId=112102012,
Gas Dynamics and Jet Propulsion,112102013,112,Video,false,syllabus/syllabus.php?subjectId=112102013,
Heat and Mass Transfer,112101097,112,Video,false,,/courses/112101097/
Heat and Mass Transfer,New_index1.html,112,Web,false,,courses/Webcourse-contents/IISc-BANG/Heat and Mass Transfer/New_index1.html
Industrial Engineering,index.htm,112,Web,false,,courses/Webcourse-contents/IIT-ROORKEE/INDUSTRIAL-ENGINERRING/index.htm
Industrial Engineering,112107143,112,Video,false,,video.php?subjectId=112107143
Inelasticity of Materials,112106070,112,Web,false,syllabus/syllabus.php?subjectId=112106070,
Introduction to Composites,112104168,112,Web,false,,/courses/112104168
Introduction to Finite Element Method,112106135,112,Video,false,,video.php?subjectId=112106135
Introduction to Nuclear Engineering,112101006,112,Video,false,syllabus/syllabus.php?subjectId=112101006,
Introduction to Nuclear Engineering,112101007,112,Web,false,syllabus/syllabus.php?subjectId=112101007,
Introduction to Turbulence,About-Faculty.html,112,Web,false,,courses/Webcourse-contents/IIT-KANPUR/Introduction_to_Turbulence/ui/About-Faculty.html
Kinematics,index.htm,112,Web,false,,courses/Webcourse-contents/IIT-Delhi/Kinematics of Machine/index.htm
Kinematics of Machines,112104121,112,Video,false,,video.php?subjectId=112104121
Liquid Vapor Phase Change Technology,112104034,112,Video,false,syllabus/syllabus.php?subjectId=112104034,
Machine Design II,index.php,112,Web,false,,courses/IIT-MADRAS/Machine_Design_II/index.php
Machine Drawing,112106075,112,Video,false,syllabus/syllabus.php?subjectId=112106075,
Machinery fault diagnosis and signal processing,,112,Video,true,,
Machinery fault diagnosis and signal processing,,112,Web,true,,
Manufacturing Processes I,index.htm,112,Web,false,,courses/Webcourse-contents/IIT-ROORKEE/MANUFACTURING-PROCESSES/index.htm
Manufacturing Processes I,112107145,112,Video,false,,video.php?subjectId=112107145
Manufacturing Processes II,112105126,112,Video,false,,video.php?subjectId=112105126
Manufacturing Processes II,New_index1.html,112,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Manuf Proc II/New_index1.html
Materials Science,New_index1.html,112,Web,false,,courses/Webcourse-contents/IISc-BANG/Material Science/New_index1.html
Materials Selection and Design,Course_Objective.html,112,Web,false,,courses/Webcourse-contents/IIT-KANPUR/material_selection/ui/Course_Objective.html
Mathematical Methods in Engineering and Science,112104035,112,Video,false,,/courses/112104035/
Mechanical Measurements and Metrology,112106138,112,Video,false,,video.php?subjectId=112106138
Mechanical Measurements and Metrology,index.php,112,Web,false,,courses/IIT-MADRAS/Mechanical_Measurements_Metrology/index.php
Mechanical Vibrations,index.htm,112,Web,false,,courses/Webcourse-contents/IIT- Guwahati/ve/index.htm
Mechanical Vibrations,112103112,112,Video,false,,video.php?subjectId=112103112
Mechanics,,112,Web,true,,
Mechanics of Fatigue and Fracture,112106071,112,Web,false,syllabus/syllabus.php?subjectId=112106071,
Mechanics of Laminated composite structure,,112,Web,false,,
Mechanics of Materials,112104036,112,Web,false,syllabus/syllabus.php?subjectId=112104036,
Mechanics of Solids,,112,Video,true,,
Metal Casting,112107083,112,Video,false,syllabus/syllabus.php?subjectId=112107083,
Metal Casting,112107084,112,Web,false,syllabus/syllabus.php?subjectId=112107084,
Micro and Smart Systems,112108092,112,Video,false,,/courses/112108092/
Microfluidic systems - theory and design,112104037,112,Video,false,syllabus/syllabus.php?subjectId=112104037,
Microfluidics,112106169,112,Video,false,syllabus/syllabus.php?subjectId=112106169,
Modelling and control of Dynamic Electro-Mechanical System,112104158,112,Web,false,syllabus/syllabus.php?subjectId=112104158,
Nonlinear Vibration,112103022,112,Web,false,syllabus/syllabus.php?subjectId=112103022,
Nonlinear Vibration,112103023,112,Video,false,syllabus/syllabus.php?subjectId=112103023,
Optical Measurement Techniques in Thermal Sciences,112104039,112,Web,false,,/courses/112104039
Principles of Mechanical Measurements,112106140,112,Video,false,,video.php?subjectId=112106140
Principles of Vibration Control,112104040,112,Web,false,,/courses/112104040
Processing of non metals,112107085,112,Web,false,syllabus/syllabus.php?subjectId=112107085,
Processing of non metals,112107086,112,Video,false,,/courses/112107086/
Project and Production Management,112102106,112,Video,false,,video.php?subjectId=112102106
Project and Production Management,index.htm,112,Web,false,,courses/Webcourse-contents/IIT-Delhi/project and production management/index.htm
Random vibrations & Failure Analysis,112106072,112,Web,false,syllabus/syllabus.php?subjectId=112106072,
Rapid Manufacturing,112104156,112,Web,false,syllabus/syllabus.php?subjectId=112104156,
Refrigeration and Air Conditioning,112105128,112,Video,false,,video.php?subjectId=112105128
Refrigeration and Air Conditioning,New_index1.html,112,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Ref and Air Cond/New_index1.html
Robotics,Course%20Objective.html'),112,Web,false,,javascript:fullScreen('http://www.cdeep.iitb.ac.in/nptel/Mechanical/Robotics%20Course/Course%20Objective.html')
Robotics,,112,Video,false,,
Robotics: Advanced Concepts and Analysis,112108093,112,Web,false,,/courses/112108093
Rocket Propulsion,112106073,112,Video,false,,/courses/112106073/
Second Level Course in Heat Transfer,112101001,112,Web,false,syllabus/syllabus.php?subjectId=112101001,
Smart Material  Adaptive Structures and Intelligent Mechanical Systems - IITK,112104041,112,Video,false,syllabus/syllabus.php?subjectId=112104041,
Solar and Wind energy,,112,Web,true,,
Solar and Wind energy,,112,Video,true,,
Spray Theory and Applications,112106154,112,Video,false,syllabus/syllabus.php?subjectId=112106154,
Strength of Materials,index.php,112,Web,false,,courses/IIT-MADRAS/Strength_of_Materials/index.php
Strength of Materials,homepage.htm,112,Web,false,,courses/Webcourse-contents/IIT-ROORKEE/strength of materials/homepage.htm
Strength of Materials,112107147,112,Video,false,,video.php?subjectId=112107147
Structural Health Monitoring of Composites,112104160,112,Web,false,,/courses/112104160
Surface Coating Technology,,112,Web,true,,
Surface Coating Technology,,112,Video,true,,
Theory & Practice of Rotor Dynamics,112103024,112,Web,false,syllabus/syllabus.php?subjectId=112103024,
Theory & Practice of Rotor Dynamics,112103025,112,Video,false,,/courses/112103025/
Theory of plasticity,112104042,112,Video,false,syllabus/syllabus.php?subjectId=112104042,
Tribology,112102014,112,Video,false,,/courses/112102014/
Tribology,112102015,112,Web,false,,/courses/112102015
Variational Methods and Structural Optimization,112108094,112,Web,false,syllabus/syllabus.php?subjectId=112108094,
Vibration control,112107087,112,Video,false,syllabus/syllabus.php?subjectId=112107087,
Vibration control,112107088,112,Web,false,syllabus/syllabus.php?subjectId=112107088,
Vibration of Structures,,112,Web,false,,
Vibration of Structures,112105055,112,Video,false,,/courses/112105055/
Viscoelasticity,112106076,112,Web,false,syllabus/syllabus.php?subjectId=112106076,
Wave Propagation in Continuous Media,,112,Web,true,,
Welding Engineering,112107089,112,Video,false,syllabus/syllabus.php?subjectId=112107089,
Welding Engineering,112107090,112,Web,false,syllabus/syllabus.php?subjectId=112107090,
Advanced ceramics for strategic applications,113105015,113,Video,false,syllabus/syllabus.php?subjectId=113105015,
Advanced ceramics for strategic applications,113105016,113,Web,false,syllabus/syllabus.php?subjectId=113105016,
Advanced Characterization Techniques,113104004,113,Video,false,syllabus/syllabus.php?subjectId=113104004,
Advanced Materials and Processes,113105057,113,Video,false,,video.php?subjectId=113105057
Advanced Mechanical Behavior of Materials,113108050,113,Web,false,syllabus/syllabus.php?subjectId=113108050,
Advanced Metallurgical Thermodynamics,113106031,113,Video,false,,/courses/113106031/
Advances in Corrosion Engineering,113108051,113,Web,false,,/courses/113108051
Composite Materials,113107045,113,Video,false,syllabus/syllabus.php?subjectId=113107045,
Composite Materials,113107046,113,Web,false,syllabus/syllabus.php?subjectId=113107046,
Computational Approach to Materials Science and Engineering,113101002,113,Web,false,syllabus/syllabus.php?subjectId=113101002,
Diffusion in solids,113108052,113,Web,false,,/courses/113108052
Electroceramics,113104005,113,Web,false,,/courses/113104005
Electroceramics,113104006,113,Video,false,syllabus/syllabus.php?subjectId=113104006,
Engineering Polymers,113105017,113,Web,false,syllabus/syllabus.php?subjectId=113105017,
Environmental Degradation of Materials,,113,Video,true,,
Environmental Degradation of Materials,113107007,113,Video,false,syllabus/syllabus.php?subjectId=113107007,
Fracture,113108053,113,Video,false,syllabus/syllabus.php?subjectId=113108053,
Fuel furnace and Refractory,113104058,113,Web,false,,/courses/113104058
Fuels Refractory and Furnaces,113104008,113,Video,false,,/courses/113104008/
High Temperature Materials,113105019,113,Video,false,syllabus/syllabus.php?subjectId=113105019,
Introduction to Biomaterials,113104009,113,Video,false,,/courses/113104009/
Introduction to Crystallographic texture and related phenomenon,113108054,113,Web,false,syllabus/syllabus.php?subjectId=113108054,
Introduction to Materials Science and Engineering,113106032,113,Web,false,,/courses/113106032
Materials and Energy balance in Metallurgical Processes,113104010,113,Video,false,,/courses/113104010/
Materials and Heat Balance in Metallurgical Processes,113104060,113,Web,false,,/courses/113104060
Materials Characterization,113106034,113,Video,false,syllabus/syllabus.php?subjectId=113106034,
Materials Characterization,113107033,113,Web,false,syllabus/syllabus.php?subjectId=113107033,
Materials for Energy Applications,113107047,113,Web,false,syllabus/syllabus.php?subjectId=113107047,
Mechanical Behavior of Materials,113107048,113,Web,false,syllabus/syllabus.php?subjectId=113107048,
Mechanical Behavior of Materials,113107049,113,Video,false,syllabus/syllabus.php?subjectId=113107049,
Metal Forming Technology,113106035,113,Video,false,syllabus/syllabus.php?subjectId=113106035,
Metals Biotechnology,113108055,113,Web,false,,/courses/113108055
Modern trends in materials processing,113108056,113,Web,false,syllabus/syllabus.php?subjectId=113108056,
Non-Destructive Evaluation,113106036,113,Video,false,syllabus/syllabus.php?subjectId=113106036,
Non-Destructive Evaluation,113106037,113,Web,false,syllabus/syllabus.php?subjectId=113106037,
Non-ferrous Extractive Metallurgy,113105021,113,Video,false,,/courses/113105021/
Optoelectronic Materials and Devices,113104012,113,Video,false,syllabus/syllabus.php?subjectId=113104012,
Phase Diagrams,113106038,113,Web,false,syllabus/syllabus.php?subjectId=113106038,
Phase Transformations and Heat Treatment,113101003,113,Web,false,syllabus/syllabus.php?subjectId=113101003,
Physics of Materials,113106039,113,Video,false,,/courses/113106039/
Physics of Materials,113106040,113,Web,false,,/courses/113106040
Principles of Ceramic Fabrication and Processing,113105020,113,Video,false,syllabus/syllabus.php?subjectId=113105020,
Principles of Physical Metallurgy,113105023,113,Web,false,syllabus/syllabus.php?subjectId=113105023,
Principles of Physical Metallurgy,113105024,113,Video,false,,/courses/113105024/
Processing of Semiconducting Materials,113105025,113,Video,false,syllabus/syllabus.php?subjectId=113105025,
Processing of Semiconducting Materials,113105026,113,Web,false,syllabus/syllabus.php?subjectId=113105026,
Science and Technology of Ceramics,113106041,113,Web,false,syllabus/syllabus.php?subjectId=113106041,
Science and Technology of Ceramics,113106042,113,Video,false,syllabus/syllabus.php?subjectId=113106042,
Science and Technology of Polymers,113105027,113,Web,false,syllabus/syllabus.php?subjectId=113105027,
Science and Technology of Polymers,113105028,113,Video,false,,/courses/113105028/
Steel Making,113104013,113,Video,false,,/courses/113104013/
Steel Making,113104059,113,Web,false,,/courses/113104059
Structure of Materials,113104014,113,Video,false,syllabus/syllabus.php?subjectId=113104014,
Transport Phenomena,113106043,113,Video,false,syllabus/syllabus.php?subjectId=113106043,
Transport Phenomena,113106044,113,Web,false,syllabus/syllabus.php?subjectId=113106044,
Analysis of Ship Structures,,114,Web,true,,
Applied Thermodynamics for Marine Systems,114105029,114,Video,false,,video.php?subjectId=114105029
CAD-CAM in Marine design and production,,114,Video,true,,
CFD Applications in Marine Vehicle Design,114106009,114,Web,false,syllabus/syllabus.php?subjectId=114106009,
Coastal Engineering,114106032,114,Video,false,,/courses/114106032/
Design of Offshore Structures,114106011,114,Web,false,syllabus/syllabus.php?subjectId=114106011,
Design of Ship Structures,,114,Web,true,,
Dynamics of Ocean Structures,114106036,114,Video,false,,/courses/114106036/
Elements of Ocean Engineering,114105002,114,Video,false,,/courses/114105002/
Experimental Methods in Ocean Engineering,,114,Web,true,,
Finite element method and its implementation for steady and transient problems,114106034,114,Video,false,syllabus/syllabus.php?subjectId=114106034,
Foundation for Offshore Structures,114106015,114,Web,false,syllabus/syllabus.php?subjectId=114106015,
Guidance and Control of Marine Vehicles,,114,Video,true,,
Health Safety and Environmental Management in Petroleum and Offshore Engineering,114106017,114,Video,false,,/courses/114106017/
Hydrostatics and Stability,114105003,114,Video,false,,/courses/114105003/
Marine Construction and Welding,114105004,114,Video,false,,/courses/114105004/
Marine Hydrodynamics,114105005,114,Video,false,,/courses/114105005/
Marine Instrumentation,,114,Web,true,,
Marine Survey,114106019,114,Web,false,syllabus/syllabus.php?subjectId=114106019,
Ocean Acoustics,114106022,114,Web,false,syllabus/syllabus.php?subjectId=114106022,
Ocean Structures and Materials,114106035,114,Video,false,syllabus/syllabus.php?subjectId=114106035,
Oceanography for Ocean Engineers,114106024,114,Web,false,syllabus/syllabus.php?subjectId=114106024,
Performance of Marine Vehicles at Sea,114105030,114,Video,false,,video.php?subjectId=114105030
Port and Harbour Structures,114106025,114,Video,false,syllabus/syllabus.php?subjectId=114106025,
Seakeeping & Manoeuvring,114105006,114,Video,false,,/courses/114105006/
Ship Design,,114,Video,true,,
Ship Resistance and Propulsion,114106026,114,Video,false,syllabus/syllabus.php?subjectId=114106026,
Strength and Vibration of Marine Structures,114105031,114,Video,false,,video.php?subjectId=114105031
Wave Hydrodynamics,114106033,114,Video,false,,/courses/114106033/
Wave simulation  measurement and analysis,114106028,114,Web,false,,/courses/114106028
Advanced Condensed Matter Physics,115106056,115,Video,false,syllabus/syllabus.php?subjectId=115106056,
Advanced Quantum Mechanics,115108070,115,Video,false,syllabus/syllabus.php?subjectId=115108070,
Advanced Statistical Mechanics,115103028,115,Web,false,syllabus/syllabus.php?subjectId=115103028,
Advanced Statistical Mechanics and Phase Transitions,115108071,115,Video,false,syllabus/syllabus.php?subjectId=115108071,
Advanced Statistical Physics,115108072,115,Video,false,syllabus/syllabus.php?subjectId=115108072,
Applied Magnetism,115103029,115,Video,false,syllabus/syllabus.php?subjectId=115103029,
Astrophysics & Cosmology,,115,Video,false,,
Astrophysics and cosmology,115101002,115,Web,false,syllabus/syllabus.php?subjectId=115101002,
Atomic and Molecular Physics,115101003,115,Web,false,syllabus/syllabus.php?subjectId=115101003,
Basic Notions of Statistical Physics,115108073,115,Video,false,syllabus/syllabus.php?subjectId=115108073,
Characterization of Materials,115103030,115,Web,false,syllabus/syllabus.php?subjectId=115103030,
Classical Field Theory,115106058,115,Video,false,syllabus/syllabus.php?subjectId=115106058,
Classical Mechanics,,115,Web,true,,
Classical Mechanics,115106059,115,Video,false,syllabus/syllabus.php?subjectId=115106059,
Computational Physics,115106060,115,Web,false,syllabus/syllabus.php?subjectId=115106060,
Condensed Matter Physics,,115,Web,true,,
Condensed Matter Physics,115106061,115,Video,false,syllabus/syllabus.php?subjectId=115106061,
Dynamical Systems,115106062,115,Web,false,syllabus/syllabus.php?subjectId=115106062,
Electrodynamics,115101004,115,Web,false,,/courses/115101004
Electromagnetic Theory,115101005,115,Video,false,syllabus/syllabus.php?subjectId=115101005,
Electromagnetic Theory,115103081,115,Video,false,syllabus/syllabus.php?subjectId=115103081,
Electronic Properties of Solids,115103033,115,Web,false,syllabus/syllabus.php?subjectId=115103033,
Electronics,115102014,115,Video,false,,/courses/115102014/
Elementary Particle Physics,115101006,115,Web,false,syllabus/syllabus.php?subjectId=115101006,
Engineering Optics,115102015,115,Web,false,syllabus/syllabus.php?subjectId=115102015,
Fiber Optics: Technology and Applications,115103034,115,Video,false,syllabus/syllabus.php?subjectId=115103034,
Fundamental concepts of semiconductors,115102025,115,Web,false,syllabus/syllabus.php?subjectId=115102025,
Ideas and methods in condensed matter theory,115101009,115,Web,false,syllabus/syllabus.php?subjectId=115101009,
Introduction to Physics of Nanoparticles and Nanostructures,115101007,115,Web,false,syllabus/syllabus.php?subjectId=115101007,
Introduction to Plasma Physics,115104040,115,Video,false,syllabus/syllabus.php?subjectId=115104040,
Laser Physics,115104041,115,Video,false,syllabus/syllabus.php?subjectId=115104041,
Laser Spectroscopy,115103035,115,Web,false,syllabus/syllabus.php?subjectId=115103035,
Materials Technology,115102016,115,Web,false,syllabus/syllabus.php?subjectId=115102016,
Mathematical Physics - 1,115103036,115,Web,false,syllabus/syllabus.php?subjectId=115103036,
Modern Physics,115104042,115,Video,false,syllabus/syllabus.php?subjectId=115104042,
Non linear dynamics,,115,Web,true,,
NonLinear Optics,115101008,115,Web,false,syllabus/syllabus.php?subjectId=115101008,
Nuclear & Particle Physics,115103037,115,Video,false,syllabus/syllabus.php?subjectId=115103037,
Nuclear & Particle Physics,,115,Web,true,,
Nuclear Physics: Fundamentals and Applications,115104043,115,Video,false,,/courses/115104043/
Nuclear Science & Engineering,115102017,115,Web,false,,/courses/115102017
Optics,115102018,115,Video,false,syllabus/syllabus.php?subjectId=115102018,
Optics,,115,Web,true,,
Osillation and Wave,,115,Web,true,,
Percolation: A Critical Phenomena,115103078,115,Web,false,syllabus/syllabus.php?subjectId=115103078,
Photovoltaic Science & Engineering,115103079,115,Web,false,syllabus/syllabus.php?subjectId=115103079,
Physics & Applications of Semiconductor Nanostructures (Semiconductor Nanodevices),115106076,115,Web,false,,/courses/115106076
Physics and Principles of Measurement Systems,115103080,115,Web,false,syllabus/syllabus.php?subjectId=115103080,
Physics of Magnetic Recording and Recording Media,115103038,115,Web,false,syllabus/syllabus.php?subjectId=115103038,
Physics of Soft Condensed Matter,115106063,115,Web,false,syllabus/syllabus.php?subjectId=115106063,
Physics of Thin Films and Nanostructure Fabrication,115102019,115,Web,false,syllabus/syllabus.php?subjectId=115102019,
Plasma Physics: Fundamentals and Applications,115102020,115,Video,false,,/courses/115102020/
Principles of Metrology,115102021,115,Web,false,syllabus/syllabus.php?subjectId=115102021,
Quantum Computation and Quantum Information,115106064,115,Video,false,syllabus/syllabus.php?subjectId=115106064,
Quantum Electronics,115102022,115,Video,false,,/courses/115102022/
Quantum Field Theory,115106065,115,Video,false,,/courses/115106065/
Quantum Mechanics and Applications,115102023,115,Video,false,,/courses/115102023/
Quantum Mechanics I,115101010,115,Web,false,,/courses/115101010
Quantum Mechanics I,115106066,115,Video,false,,/courses/115106066/
Quantum Mechanics II,115102024,115,Video,false,syllabus/syllabus.php?subjectId=115102024,
Quantum Mechanics II,115104045,115,Video,false,syllabus/syllabus.php?subjectId=115104045,
Quantum Optics,115106067,115,Video,false,syllabus/syllabus.php?subjectId=115106067,
Random Matrix Theory and Applications,115105052,115,Web,false,syllabus/syllabus.php?subjectId=115105052,
Relativistic Quantum Mechanics,115108074,115,Video,false,,/courses/115108074/
Relativity & GTR,,115,Web,true,,
Semiconductor Optoelectronics,115102026,115,Web,false,syllabus/syllabus.php?subjectId=115102026,
Solid State Ionics,,115,Web,true,,
Special Theory of Relativity,115101011,115,Video,false,syllabus/syllabus.php?subjectId=115101011,
Special Topics in Atomic Physics,115106057,115,Video,false,,/courses/115106057/
Special Topics in Classical Mechanics,115106068,115,Video,false,,/courses/115106068/
Spintronics: Physics and Technology,115103039,115,Web,false,,/courses/115103039
Superconductivity,115101012,115,Web,false,,/courses/115101012
Thermal and Statistical Physics,115106069,115,Web,false,syllabus/syllabus.php?subjectId=115106069,
Thermal Physics,,115,Web,true,,
Vacuum Science & Cryogenics,115102027,115,Web,false,syllabus/syllabus.php?subjectId=115102027,
Chemistry and Practice of Textile finishing,116102002,116,Web,false,syllabus/syllabus.php?subjectId=116102002,
